,Canonical_smiles,Murcko,ClassC,No
5095,COC1COCCC1N[C@@H]2C[C@H]3C[C@@H](Cl)C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,2847
7662,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccccn5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4ccccn4)[nH]2)C3)cc1,1,3851
5171,COc1ccc(OCCCc2cccc(CCCOc3ccc(OC)cc3)[n+]2C)cc1,c1ccc(OCCCc2cccc(CCCOc3ccccc3)[nH+]2)cc1,1,2385
1999,OC12CC3CC(C1)CC(C3)(C2)NC(=O)NC4CCN(Cc5ccn(c5)c6ccc(cc6)C(F)(F)F)CC4,O=C(NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NC12CC3CC(CC(C3)C1)C2,0,2109
7550,COc1c2CCCC(Cc2ccc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)N5CCN(CCO)CC5,c1ccc(Nc2ccnc(Nc3ccc4c(c3)CCCC(N3CCNCC3)C4)n2)cc1,1,4421
1073,Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5,O=C(c1ccccc1)N1CCC(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,1,4968
2718,Fc1ccc(CNC(=O)N(C2CCN(CC2)C3CCCC3)c4ccc(Br)cc4)cc1,O=C(NCc1ccccc1)N(c1ccccc1)C1CCN(C2CCCC2)CC1,1,964
1255,CN1CCCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,O=C(CN1CCCNCC1)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,1,7849
338,CNNCc1ccc(cc1)C(=O)NC(C)C,c1ccccc1,0,2692
5756,COC(=O)C(CCCN1CCC(CC1)c2ccccc2OC)(C(C)C)c3ccc(Br)cc3,c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1,1,5439
626,C[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)C3=C(F)N(C)C(=O)C=C3.OC(=O)C(F)(F)F,O=C(CCc1ccc(-c2ccc(=O)[nH]c2)cc1)N1CCCC1,0,2254
344,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,c1ccc(Cc2ccccc2)cc1,1,1999
3789,CCc1ccc(cc1)C(=O)C(C)CN2CCCCC2,O=C(CCN1CCCCC1)c1ccccc1,0,7788
5435,COc1cccc(c1)c2cccc(c2)C3(C)N=C(N)CN3C(=O)C,C1=NC(c2cccc(-c3ccccc3)c2)NC1,0,2353
103,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,O=S(=O)(Nc1ncccn1)c1ccccc1,0,3862
2816,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0,567
4422,CCOc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,O=C1NC(=O)C(=Cc2ccccc2N2CCCCC2)S1,0,1447
1658,OCCc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F,O=C(C1CC1c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1,1,1998
5058,O[C@H](CNC(=O)C1=NNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1n[nH]c(=O)c2ccccc12,1,3888
5145,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3cc(nc4ccc(cc34)C(F)(F)F)C#N)c5cncs5,O=C(CNc1ccnc2ccccc12)NC1CN(C2CCC(c3cncs3)CC2)C1,0,7653
1305,CSc1nc(c2ccc(F)cc2)c(c3ccnc(NC(=O)C)c3)n1C,c1ccc(-c2nc[nH]c2-c2ccncc2)cc1,0,6654
6656,Cc1cc(NCc2c(C)cccc2C)c3cccc(C(=O)N)c3n1,c1ccc(CNc2ccnc3ccccc23)cc1,1,7010
5169,C[n+]1c(cccc1C#CCOc2ccc(Cl)cc2)C#CCOc3ccc(Cl)cc3,C(#Cc1cccc(C#CCOc2ccccc2)[nH+]1)COc1ccccc1,0,4287
5652,Clc1ccc(cc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccncc5Cl,O=C(NC(c1ccccc1)c1ccncc1)C1CCC(N2CCOCC2)CC1c1ccccc1,1,3986
610,COc1cccc(CN2CCCCCCC2)c1OCc3csc(n3)c4ccc(Cl)cc4,c1ccc(-c2nc(COc3ccccc3CN3CCCCCCC3)cs2)cc1,1,4109
2947,Cc1ccccc1CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1,1,4842
8264,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(Cc6ccccc6)Cc5sc24)cc1,O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(Cc1ccccc1)C3,1,7045
448,CSc1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1,C1=Cc2ccccc2C1=Cc1ccccc1,0,7651
6765,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)c(Br)ccc5N(CC(F)(F)F)C4=O,O=C1Nc2ccccc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,1,5367
4313,C[C@@H]1[C@H]2CN(CCCC3(CCOCC3)C(=O)O)CC[C@@H]2Cc4[nH]c5ccc(cc5c14)C(F)(F)F,c1ccc2c3c([nH]c2c1)CC1CCN(CCCC2CCOCC2)CC1C3,1,3016
4067,Cc1nc2c(OC(F)F)cccc2n1c3ccc(s3)C(=O)NC4CC4,O=C(NC1CC1)c1ccc(-n2cnc3ccccc32)s1,0,3136
3940,COc1cc(\C=C\2/CCCN3[C@H](CON=C23)c4cc(F)c(F)c(F)c4)ccc1n5cnc(C)c5,C(=C1CCCN2C1=NOCC2c1ccccc1)c1ccc(-n2ccnc2)cc1,1,7113
270,CCN(CC)C(=S)SSC(=S)N(CC)CC,,0,2056
3795,Cc1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2,O=C(c1ccccc1)N1CCC(Cc2ccccc2)CC1,0,1115
2304,COc1ccc(CCN2[C@H](CN(NS(=O)(=O)CF)C2=O)c3ccc(OC)cc3)cc1,O=C1NCC(c2ccccc2)N1CCc1ccccc1,0,6855
7521,Clc1cccc(c1)S(=O)(=O)NCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,6389
1104,CC(C(=O)O)c1ccc2oc(nc2c1)c3ccc(Cl)cc3,c1ccc(-c2nc3ccccc3o2)cc1,0,3123
4104,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4CCCCN(CC(F)(F)F)C4=O,O=C1NCCCCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,0,4620
6471,FC(F)(F)c1cnc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)ccnc2c1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,989
1410,CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)C3=CN4N=CNC4C=C3,O=C(CCc1ccc(C2=CN3N=CNC3C=C2)cc1)N1CCCC1,0,1768
4192,NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,c1ccc(OCCN2CCCCC2)cc1,0,1097
3171,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CN(CCc34)c5ccncn5)c6cccc(F)c6,c1ccc(CCCN2C3CCC2CC(n2cnc4c2CCN(c2ccncn2)C4)C3)cc1,1,5701
465,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,0,2337
5205,C[n+]1c(cccc1C#Cc2ccc(cc2)c3ccccc3)C#Cc4ccc(cc4)c5ccccc5,C(#Cc1cccc(C#Cc2ccc(-c3ccccc3)cc2)[nH+]1)c1ccc(-c2ccccc2)cc1,1,2714
3914,CC1=NN(C(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2)c5ccccn5,O=c1cc(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)cnn1-c1ccccn1,0,147
6280,Cc1nc(nc(OCCCN2CCCCC2)c1Cl)c3ccccc3,c1ccc(-c2nccc(OCCCN3CCCCC3)n2)cc1,1,4587
4128,FC(F)(F)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCCC3)cc2)cc1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,0,4508
1514,CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]2CCNC2,c1ccc(CNC2CCNC2)cc1,0,4173
5774,CNS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)c3ccc(nc3)C(F)(F)F,c1ccc(-c2cncc(-c3cccnc3)n2)cc1,0,2317
4174,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1.OS(=O)(=O)O,O=C(Cc1ccc(Oc2ccnc3ccccc23)cc1)Nc1cn[nH]c1,0,4705
5634,Cl.CCCCN1CCCC[C@@H]1C(=O)Nc2c(C)cccc2C,O=C(Nc1ccccc1)C1CCCCN1,0,5722
952,CC(CCSc1nnc(c2cccc3nc(C)ccc23)n1C)N4CCc5cc6nc(oc6c(C)c5CC4)C(F)(F)F,c1cc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,7310
2577,COc1ccccc1CC(N2CCNCC2)c3ccccc3F,c1ccc(CC(c2ccccc2)N2CCNCC2)cc1,0,5645
3213,Fc1ccc(cc1)C(=O)N2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,O=C(c1ccccc1)N1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,1,6715
2503,CC1(C)CC(NC(=O)CCO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl,c1ccc(-c2cc3c(nc2-c2ccccc2)OCCC3)cc1,1,1443
994,CN1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,O=C(CN1CCNCC1)Nc1cc(-n2cccn2)nc(-c2ccco2)n1,1,5632
6407,CNC(=O)c1ccc(COc2ccc(cc2)S(=O)(=O)C3(CCC4(CCNCC4)C3)C(=O)NO)cc1,O=S(=O)(c1ccc(OCc2ccccc2)cc1)C1CCC2(CCNCC2)C1,0,6112
4547,COc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNc4n[nH]c5ccc(cc45)C(F)(F)F,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(c3cccnc3)CC2)C1,0,7109
6096,CO[C@H]1CN(CCN2C(=O)C=Cc3ncc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncccc54)CC3)nc2N1,0,6469
7904,CN(C)c1ccc(cc1)C(=O)N(CCCCCC(=O)NO)CC(=O)NCc2ccccc2,O=C(CNC(=O)c1ccccc1)NCc1ccccc1,0,1295
2267,CO\N=C(\c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)/c5ccc(F)c(F)c5,N=C(c1ccccc1)c1ccc(CN2CCC3(CC2)OCc2ccncc23)cc1,1,2812
6460,COc1cc(C)c2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,2118
769,CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc4ncnn4c3,O=C(CCc1ccc(-c2ccc3ncnn3c2)cc1)N1CCCC1,0,3556
5932,CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccccn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,863
6170,CCOC(=O)c1cccc(n1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(c4cn[nH]c4)(c4ccccn4)N3)n2)cc1,1,3533
645,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccccc4)CC3,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,1,3714
3016,COC[C@H]1CCCN1CCn2ncc3cc(ccc23)N4C=CC(=CC4=O)OCc5ccccc5,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,1,20
1114,CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C,c1ccc(Cc2ccccc2)cc1,1,1872
5646,Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)N6CCOCC6,O=C(C1CCC(N2CCOCC2)CC1c1ccccc1)N1CC(c2ccccc2)(c2ccccc2)C1,1,3206
8279,[2H]C1([2H])OC(=N[C@]12c3cc(ccc3C[C@]24CC[C@@H](OC)[C@H](C)C4)c5cncnc5)N,C1=NC2(CO1)c1cc(-c3cncnc3)ccc1CC21CCCCC1,0,2284
3926,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccn3,c1ccc(C(=C2CCNCC2)c2ccccn2)cc1,0,716
362,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,0,5979
6698,COC(=O)CCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,4467
8299,CCN(CC)Cc1cc(\C=N\N=C(/N)\CC(O)c2cc3c(F)cc(F)cc3c4cc(ccc24)C(F)(F)F)ccc1O,C(CCc1cc2ccccc2c2ccccc12)=NN=Cc1ccccc1,1,720
7434,Fc1cccc(c1)S(=O)(=O)NCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,7928
5450,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)c5cc(F)cc(F)c5F)c2c1,c1ccc(C2CC(N3CCC(CCCc4ccnc5ccccc45)CC3)C2)cc1,0,6731
3189,C1CN(CCC1C2C(=Nc3ccccc23)c4ccccc4)c5ccccc5,c1ccc(C2=Nc3ccccc3C2C2CCN(c3ccccc3)CC2)cc1,1,3352
6089,COc1cnc2N=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)c2c1,O=c1cnc2ncccc2n1CCN1CCC(NCc2cccnc2)CC1,0,5064
3364,CC(C)[C@@]1(CC[C@H](C1)N[C@H]2CCOC[C@H]2O)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1,1,209
6795,Nc1nc(NC2CCNCC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F,c1ccc(-c2cc3ncnc(NC4CCNCC4)c3s2)cc1,1,7314
1927,OCCCN(Cc1ccc(F)cc1)C(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NCc1ccccc1,1,4808
335,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,1,7638
1561,C(CN1CCCCC1)Oc2ccc(Oc3oc4ccccc4n3)cc2,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,1,1067
408,NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N2C=O)N1,O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2,0,2526
1157,CC(=O)c1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,1,7138
4080,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)[C@H](C)c5ccccc5)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)N(Cc1ccccc1)Cc1ccccc1,1,1780
5505,CCOC(=O)N1CCC(CN2CCC3(CC2)OC(=O)Nc4ncccc34)CC1,O=C1Nc2ncccc2C2(CCN(CC3CCNCC3)CC2)O1,1,284
822,CC1CCC(CC1)c2nnc(SCCCN3CCc4ccc(cc4CC3)c5cc(C)on5)n2C,c1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C4CCCCC4)[nH]2)CC3)no1,1,8174
1796,Cc1cccc2[C@@H](O)C[C@H](CN3CCC(CC3)c4ccccc4C)CCc12,c1ccc(C2CCN(CC3CCc4ccccc4CC3)CC2)cc1,1,245
875,CN(C)CCCOc1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1F,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,0,2315
3196,COc1ccc(cc1OC)C2CCN(CCN3CCOc4ccccc34)CC2,c1ccc(C2CCN(CCN3CCOc4ccccc43)CC2)cc1,1,5941
3537,COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccc(cc4)C(C)(C)C)nn3,c1ccc(Cn2cc(-c3ccc(-n4ccnc4)cc3)nn2)cc1,1,3013
4446,O=C1COc2ccccc2N1CCCN3CCC(CC3)N4C(=O)Nc5cnccc45,O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3cnccc32)CC1,0,3998
163,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3,O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,0,3849
2036,CC(C)c1c(CN[C@H]2CC[C@@H](F)C2)nc(C)n1c3cc(F)cc(F)c3,c1ccc(-n2cnc(CNC3CCCC3)c2)cc1,0,1019
5462,Cc1cc(Oc2cncnc2)cc(n1)C(=O)Nc3ccc(F)cn3,O=C(Nc1ccccn1)c1cc(Oc2cncnc2)ccn1,0,1207
276,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1,3767
7137,C1CC(CCO1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccsc6,c1ccc2c3c([nH]c2c1)C(C1CCOCC1)NC(c1nc(-c2ccsc2)c[nH]1)C3,1,4334
7848,CN(C)c1ccc(cc1)C(=O)N(CC(=O)NC2CCCCC2)Cc3ccc(cc3)C(=O)NO,O=C(CN(Cc1ccccc1)C(=O)c1ccccc1)NC1CCCCC1,0,6054
4788,OCCNS(=O)(=O)c1ccc(cc1)c2ccnc3[nH]c(cc23)C4CC4,c1ccc(-c2ccnc3[nH]c(C4CC4)cc23)cc1,0,3505
5127,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNc3ncnc4ccc(cc34)C(F)(F)F)c5nccs5,O=C(CNc1ncnc2ccccc12)NC1CN(C2CCC(c3nccs3)CC2)C1,0,1587
4312,COc1c(cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc1C(C)(C)C)C(C)(C)C,c1ccc(CN2CCC(CNCCCCCC(c3ccccc3)c3ccccc3)C2)cc1,1,7459
4099,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4CC[C@@H](CN(Cc5ccccc5)C4=O)c6ccccc6,O=C1C(n2cc(-c3ccc(-n4ccnc4)cc3)nn2)CCC(c2ccccc2)CN1Cc1ccccc1,1,6091
2647,OC(C(N1CCOCC1)c2ccccc2)(c3cccnc3)c4cccnc4,c1ccc(C(C(c2cccnc2)c2cccnc2)N2CCOCC2)cc1,0,8131
3868,CN(C)C(=O)CN1CCCC(C1)c2nc3ccccc3n2CCOc4ccccc4,c1ccc(OCCn2c(C3CCCNC3)nc3ccccc32)cc1,1,3967
8069,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(Cc5sc24)C6COC6)cc1,O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(C1COC1)C3,1,3903
5959,OCCOC[C@H](Oc1ncnc2c1cnn2c3c(Cl)cccc3C#N)C(=O)Nc4ccc(F)cn4,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,0,5987
412,COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1,1,4925
1220,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6nc(oc6c(C)c5CC4)C(C)(C)C)n3C,c1cc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,7282
837,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccc(Cl)c5)n4C)CCc3c2,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)cc1,1,7693
7469,Cc1ncoc1c2nnc(SCCCN3CC[C@@]4(C[C@@H]4c5ccc(cc5F)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,2620
2742,CC1(C)C[C@@H](NC(=O)c2ccc3[nH]ncc3c2)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl,O=C(NC1CCOc2nc(-c3ccccc3)c(-c3ccccc3)cc21)c1ccc2[nH]ncc2c1,1,1903
4614,Cc1cc(ccc1c2ccnc(NCc3n[nH]c(c3Cl)c4ccccc4)c2)C#N,c1ccc(-c2ccnc(NCc3cc(-c4ccccc4)[nH]n3)c2)cc1,0,3847
3772,COc1ccccc1CN2CCC(CNC(=O)c3cc(CC(C)C)n(n3)c4ccccc4)(CC2)C#N,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccn(-c2ccccc2)n1,1,6605
1820,O=C1[C@H]2CCN1[C@@H]3CCOc4ccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)cc34,O=C1C2CCN1C1CCOc3ccc(cc31)Oc1cccc(c1)Cn1cncc1CN2,1,7189
1116,CC1=C(CCN2CCC(CC2)C3NOc4cc(F)ccc34)C(=O)N5CCCCC5=N1,O=c1c(CCN2CCC(C3NOc4ccccc43)CC2)cnc2n1CCCC2,1,2552
7173,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4F)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,4015
7859,Cl.Cl.CCCCc1cc(OC2CCN(CCCCN(C)S(=O)(=O)CC)CC2)c3ncccc3c1,c1cnc2c(OC3CCNCC3)cccc2c1,1,6060
5741,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(C)C,O=C(N1CCc2ncccc2C1)C12CNCC1CC(NC1CCOCC1)C2,0,1140
5718,CN(CCN)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C,c1ccc(Nc2cc(NC3CC3)n3nccc3n2)cc1,0,4154
7748,Fc1cc(ccc1OCCN2CC3CN(CCNS(=O)(=O)c4cccc(c4)C#N)CC(C2)O3)C#N,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,5005
5263,Nc1nc2cc3CCN(CCc3cc2s1)C(=O)c4ccccc4,O=C(c1ccccc1)N1CCc2cc3ncsc3cc2CC1,0,1292
5134,Nc1cnccc1[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4ncnc5ccc(cc45)C(F)(F)F,O=C(CNc1ncnc2ccccc12)NC1CN(C2CCC(c3ccncc3)CC2)C1,0,4097
3066,CCN1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3ccc(cc3)C#N,c1ccc(-c2ccc(C3CCNC3)cc2)cc1,1,7821
926,CCc1nc2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2s1,c1cc(-c2nnc(SCCCN3CCc4ccc5ncsc5c4CC3)[nH]2)c2cccnc2c1,1,2845
7625,O=S(=O)(Cc1ccccc1)NCCCN2CC3CN(CCCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(Cc1ccccc1)NCCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2,0,4536
1115,CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc3cc(F)ccc3F)cc1)C(=O)O.OC(=O)C(F)(F)F,O=C(NCc1ccccc1)C1CCCN1C(=O)CCCc1ccccc1,0,4168
216,Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C,c1ccc(CC2=NCCN2)cc1,0,3166
5793,O=C(N1CCCN(CC1)C2CCC2)N3CCC4(CCN(CC4)C(=O)c5ccccc5)C3,O=C(c1ccccc1)N1CCC2(CC1)CCN(C(=O)N1CCCN(C3CCC3)CC1)C2,0,6171
7639,Cl.NC(=N)N\N=C\c1ccc(cc1)c2ccc(\C=N\Nc3ccccc3Br)cc2,C(=NNc1ccccc1)c1ccc(-c2ccccc2)cc1,1,1987
548,C[C@]12CC[C@@H](O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,O=C1CC2CCCC2C2CCC3=CCCCC3C12,0,346
253,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c45,c1cc2c3c(c1)OC1CCCC4C(C2)N(CC2CCC2)CCC314,0,777
7143,Cc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,2568
312,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,C1=CC2=CCCCC2CC1,0,2037
4525,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)C5CC5,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc(C3CC3)cs2)CC1,0,5799
