,Canonical_smiles,Murcko,ClassD,No
218,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,O=C1NCC(=O)N2C1Cc1c([nH]c3ccccc13)C2c1ccc2c(c1)OCO2,0,2203
67,C[C@H]1[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c2csc(N)n2)C(=O)N1S(=O)(=O)O,N=C(C(=O)NC1CNC1=O)c1cscn1,0,5741
3066,CCN1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3ccc(cc3)C#N,c1ccc(-c2ccc(C3CCNC3)cc2)cc1,1,7821
926,CCc1nc2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2s1,c1cc(-c2nnc(SCCCN3CCc4ccc5ncsc5c4CC3)[nH]2)c2cccnc2c1,1,2845
4706,Cc1cc(OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,4417
945,CC(C)N1CCN(Cc2cnc(c(F)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,O=C(Nc1ccccc1)c1ccc(-c2ccc(CN3CCNCC3)cn2)cc1,0,7297
3002,OC(=O)C1CN(C1)C2CCC3(C2)Cc4ccccc4Oc5ccccc35,c1ccc2c(c1)CC1(CCC(N3CCC3)C1)c1ccccc1O2,0,3997
1905,[O-][n+]1cccc(c1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)c5ccc(F)cc5,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NC(c1ccccc1)c1ccc[nH+]c1,0,4629
7639,Cl.NC(=N)N\N=C\c1ccc(cc1)c2ccc(\C=N\Nc3ccccc3Br)cc2,C(=NNc1ccccc1)c1ccc(-c2ccccc2)cc1,1,1987
3236,Nc1nc(N)nc(n1)c2cc(Cl)ccc2Cl.OC(=O)\C=C/C(=O)O,c1ccc(-c2ncncn2)cc1,0,4858
1099,COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C[C@H]3C)C(=O)c4ccccc4)c12,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2ncccc12,0,5814
7143,Cc1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,2568
3786,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@H]3[C@]1(Cl)C2(Cl)Cl,C1=CC2CC1C1C3CC(C4OC34)C21,0,975
7597,FC(F)(F)c1cncc(NS(=O)(=O)c2ccccc2C(F)(F)F)c1,O=S(=O)(Nc1cccnc1)c1ccccc1,0,5023
3265,CC(=O)Nc1cccc(c1)C2CCN(CCCn3c(nc4ccccc34)c5ccc(Cl)cc5)CC2,c1ccc(-c2nc3ccccc3n2CCCN2CCC(c3ccccc3)CC2)cc1,1,5237
2816,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,0,567
5802,O=C(C1CC12CCNCC2)N3CCN(CC3)C4CCCCC4,O=C(C1CC12CCNCC2)N1CCN(C2CCCCC2)CC1,0,5068
452,COc1nc(C)nc(Cl)c1NC2=NCCN2,c1ncc(NC2=NCCN2)cn1,0,115
2434,Cc1cnc(cn1)c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnccn4)[nH]2)C3)cc1,1,7758
7701,Cn1cc(cn1)c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cn[nH]c4)[nH]2)C3)cc1,1,8158
2369,Fc1cc2COC3(CCN(Cc4ccc(Nc5ccc(F)c(F)c5)cc4)CC3)c2cn1,c1ccc(Nc2ccc(CN3CCC4(CC3)OCc3ccncc34)cc2)cc1,1,6447
7916,COc1cccc(\C=C\C(=O)c2cc(OC)c(OC)cc2O)c1,O=C(C=Cc1ccccc1)c1ccccc1,0,7408
3733,NC(=O)c1cnc(NC(C2CC2)C3CC3)c4c5ccc(cc5[nH]c14)c6cnc(N)cn6,c1cnc(-c2ccc3c(c2)[nH]c2ccnc(NC(C4CC4)C4CC4)c23)cn1,1,6027
1827,O=C1N(C=Nc2ccccc12)c3ccc(OCCCN4CCCC4)cc3,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,1,5459
7980,NC(=O)c1cnc(N(CCO)[C@H]2CCCNC2)c3cc(sc13)c4ccccc4,c1ccc(-c2cc3c(NC4CCCNC4)nccc3s2)cc1,0,2796
471,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,c1ccc(Sc2ccc3nc[nH]c3c2)cc1,0,2072
3347,CC(C)(C)OC[C@H]1N(CCNC1=O)C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F,O=C1CN(C(=O)CCCc2ccccc2)CCN1,0,1993
25,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,1,1909
6115,COc1ccc2ncc(F)c(C[C@H](O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,343
17,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,c1ccc(COc2ccccc2)cc1,1,3319
2488,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(OC(F)(F)F)c5)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,1846
6150,COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(Cl)ccc5[nH]4)c2c1,O=c1ccc2ncccc2n1CCN1CCC(c2nc3ccccc3[nH]2)CC1,1,7323
3211,CC(C)Oc1cc(ccc1OC(F)F)C(C2=CCC(=O)N=C2)c3ccc(nc3)C(C)(C)O,O=C1CC=C(C(c2ccccc2)c2cccnc2)C=N1,0,5548
1301,CC(C)(O)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cncnc3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,O=C(NCc1ccccc1)C1CCC(N2CCC(c3cncnc3)CC2)C1,1,6832
5457,C[C@@H](O)c1nc2cnc3[nH]ccc3c2n1[C@@H]4CC[C@H](CC4)NCC(F)(F)F,c1cc2c(ncc3ncn(C4CCCCC4)c32)[nH]1,0,1726
8194,CC(C)[C@]1(CC[C@](C)(C1)c2nc(c3ccc(cc3)C(=O)Nc4cc(ccn4)C(F)(F)F)c5c(N)nccn25)C(=O)O,O=C(Nc1ccccn1)c1ccc(-c2nc(C3CCCC3)n3ccncc23)cc1,0,6224
1626,[Na+].CN(CS(=O)(=O)[O-])C1=C(C)N(C)N(C1=O)c2ccccc2,O=c1cc[nH]n1-c1ccccc1,0,6808
5072,CCCN(c1cccc(c1)S(=O)(=O)C)P(=O)(c2ccccc2)c3ccccc3,O=P(Nc1ccccc1)(c1ccccc1)c1ccccc1,0,7761
4596,N#Cc1ccc(CCN2CCN(CCc3ccc(cc3)C#N)CC2)cc1,c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,4630
3905,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NC5CCCS(=O)(=O)C5)cc3,O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#CC3CN4CCC3CC4)cc2)cc1,0,1812
328,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,O=C(CNCCCc1ccccc1)N1CCCC1,0,5914
6453,CN(C)c1cnc2c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c(F)cnc2c1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,1048
4853,Cl.Clc1ccc(OC(C2CNC2)c3ccc4ccccc4c3)cc1Cl,c1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1,1,6515
4412,C(CNCCN(c1ccccc1)c2ccccc2)Cc3ccccc3,c1ccc(CCCNCCN(c2ccccc2)c2ccccc2)cc1,1,3397
1165,O=C(NC1CCN(Cc2ccc3OCOc3c2)CC1)C4=CC(=O)c5ccc(cc5O4)C#N,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,2488
8139,OC(=O)c1ccc2c(c1)C(=O)OC23CCN(CC3)c4ccc(cn4)c5nc6cc(ccc6[nH]5)C(F)(F)F,O=C1OC2(CCN(c3ccc(-c4nc5ccccc5[nH]4)cn3)CC2)c2ccccc21,1,1553
5932,CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccccn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,863
7783,Fc1ccccc1COCCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCOCc3ccccc3)CC(C1)O2)c1ccccc1,0,4750
6512,O[C@@]1(CC23CCC(CC2)(CO3)NC\C(=C/c4cc(F)ccc4F)\F)CN5C(=O)C=Cc6ncc(F)c1c56,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,1,5449
6515,O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4ccccn4)CN5C(=O)C=Cc6ncc(F)c1c56,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccn3)(CC1)CO2,1,7727
2950,Cc1ncoc1c2nnc(SCCCN[C@@H]3CC[C@@]4(CC34)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CCC(NCCCSc4nnc(-c5cnco5)[nH]4)C2C3)cc1,1,6979
5121,FC(F)(F)c1cnc2CCN(Cc2c1)C(=O)[C@@]34CCC[C@@H]3C[C@H](C4)NCC5CCOCC5,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NCC1CCOCC1)C2,0,5619
1445,Cc1ncc(cc1F)c2c(C)c(CN[C@H]3CC[C@@H](F)C3)nn2c4ncccc4Cl,c1ccc(-n2nc(CNC3CCCC3)cc2-c2cccnc2)nc1,0,5585
1372,CN1C(=O)c2cccc(c2N=C1c3ccc(OC4CCN(CC4)C5CCC5)cc3)C(F)(F)F,O=c1[nH]c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2ccccc12,1,1543
6007,C[C@@H](O)CN(C)C1CCN(CC1)c2ccc(Nc3ncc4c5ccncc5n([C@@H]6CC[C@@H](C)CC6)c4n3)nn2,c1cc2c3cnc(Nc4ccc(N5CCCCC5)nn4)nc3n(C3CCCCC3)c2cn1,1,6428
839,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5cccc(F)c5)n4C)CCc3c2,c1ccc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)cc1,1,553
273,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,0,2243
5983,NC(=O)c1cc(sc1Nc2cccc(CN3CCOCC3)n2)c4ccccc4F,c1ccc(-c2ccc(Nc3cccc(CN4CCOCC4)n3)s2)cc1,1,4088
2268,O=C(N1CCC2(CCN(Cc3ccccc3Oc4ccccc4)CC2)CC1)c5ccncn5,O=C(c1ccncn1)N1CCC2(CCN(Cc3ccccc3Oc3ccccc3)CC2)CC1,1,1696
7507,Cc1cc(cc(C)c1OCCCC(=O)O)c2cc(OC(F)(F)F)ccc2Cl,c1ccc(-c2ccccc2)cc1,0,2514
5829,Cl.Cl.Cl.Cn1cnc(c1)C(=O)N(Cc2cccc(Cl)c2)[C@@H]3CC[C@H](N)CC3,O=C(c1c[nH]cn1)N(Cc1ccccc1)C1CCCCC1,0,7843
1206,OC=O.O=C(N1CCC1)c2ccc(cc2)C(=O)N3CCN(C(=O)C3)c4ccc(OC5CCN(CC5)C6CCC6)cc4,O=C(c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1)N1CCC1,0,4204
1418,Cc1nn(cc1CN2CCC3(CC2)OCc4ccccc34)c5ccccc5,c1ccc(-n2cc(CN3CCC4(CC3)OCc3ccccc34)cn2)cc1,1,5242
22,Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,1,4855
4581,COCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ncccc4C2=O,O=c1c2cccnc2c(Cc2ccccc2)nn1CC1CCCN1,1,5750
779,OC=O.O=C(N1CCN(C(=O)C1)c2ccc(OCCCN3CCCCC3)cc2)c4cnn5cccnc45,O=C(c1cnn2cccnc12)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,0,1802
5189,Fc1cc(ccc1N2CCC(=CC#N)CC2)N3C[C@H](Cn4ccnn4)OC3=O,C=C1CCN(c2ccc(N3CC(Cn4ccnn4)OC3=O)cc2)CC1,0,3928
6084,CN1C(=O)C=CC2=C1C=CC(=O)N2CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N,O=c1ccc2c(ccc(=O)n2CCN2CCC(NCc3cccnc3)CC2)[nH]1,0,6050
99,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2,O=S(=O)(Nc1ncccn1)c1ccccc1,0,8036
1068,Ic1ccc(NC(=N)NC23CC4CC(CC(C4)C2)C3)cc1,N=C(Nc1ccccc1)NC12CC3CC(CC(C3)C1)C2,1,7343
2377,CCCOCCN1C(=O)C(=Nc2cnc(cc12)c3ccc(OC)nc3)N4CCN(C[C@@H](C)O)CC4,O=c1[nH]c2cc(-c3cccnc3)ncc2nc1N1CCNCC1,1,4164
7136,Cn1c(SCCCN2CC3CCN(C3C2)c4ccccc4OC(F)(F)F)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,5731
2460,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(Cl)cc5)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,4770
7437,FC(F)(F)Oc1ccccc1S(=O)(=O)NCCN2CC3CN(CCCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,4664
2529,CN(C)CCCCc1ccc(cc1)C2(C)COC2,c1ccc(C2COC2)cc1,0,8013
265,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,0,753
6457,COc1cc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2nc1OC,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,1141
6664,COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)N(C)c6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,7830
5150,COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(n1)C(=O)NCC4CCOCC4,O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1cccc2ccccc12,0,1875
4650,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,c1ccc(CNc2ccc3ncn(-c4cc[nH]n4)c3n2)nc1,0,7280
4726,OC(=O)c1ccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)cc1,c1ccc(CN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,3139
1457,Fc1ccc(c(Cl)c1)c2noc(n2)C3CCN(CC3)c4cnc5ccc(Cl)cc5c4,c1ccc(-c2noc(C3CCN(c4cnc5ccccc5c4)CC3)n2)cc1,1,6012
1933,COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(c4ccccc4)c5ccccc5)C(C)(C)C2,O=C(C1CCC(NCc2ccccc2)CC1)N1CCC(c2ccccc2)(c2ccccc2)CC1,1,1588
5944,C[C@H](CO)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(Cl)cn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,7475
5780,OCc1cn(cn1)c2ccc(nn2)N3CCC(CC3)N4CCc5ccc(F)cc45,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3ccnc3)nn2)CC1,1,958
6410,CNC(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)[C@@]3(CCC4(CCNCC4)C3)C(=O)NO)cc1,O=S(=O)(c1ccc(Oc2ccccc2)cc1)C1CCC2(CCNCC2)C1,0,6687
90,NC(=N)N\N=C\c1c(Cl)cccc1Cl,c1ccccc1,0,497
6062,Cc1nc(N)n(CC(O)c2ccc(Cl)cc2Cl)c1C,c1ccc(CCn2ccnc2)cc1,0,7095
5838,C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4ccn(C)n4,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,0,5195
7282,CC(C)(C)NC(=O)C1N(Cc2cc(F)ccc2c3ccccc3)C(=O)c4ccccc14,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,0,6240
303,Nc1ccc(cc1)S(=O)(=O)Nc2ccnn2c3ccccc3,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,0,4169
7025,O[C@@H]([C@H]1CC[C@@H](Cc2ccc(cc2)C(=O)N3CCC4(CCOC4=O)CC3)N1)c5ccccc5,O=C(c1ccc(CC2CCC(Cc3ccccc3)N2)cc1)N1CCC2(CCOC2=O)CC1,0,1116
2324,COc1ccc(cn1)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5,c1cncc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)c1,1,5213
5470,CC1CCCN1C2CCN(C2)c3ccc(NC(=O)c4ccccc4F)c(C)c3,O=C(Nc1ccc(N2CCC(N3CCCC3)C2)cc1)c1ccccc1,1,4052
5153,OCC[C@]1(CCCCNC1)c2ccc(Cl)c(Cl)c2,c1ccc(C2CCCCNC2)cc1,0,5717
7571,Fc1ccc(CCN2CC3CN(CCNS(=O)(=O)c4ccc(F)cc4)CC(C2)O3)cc1,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,3594
3696,FC(F)(F)c1ccc2[nH]nc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5cccnc5)c2c1,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(c3cccnc3)CC2)C1,0,5926
3088,Clc1ccc(Cn2c(CN3CCCC3)nc4ccccc24)cc1,c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,1,3337
4701,Cc1cc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,6601
5080,COCCN(c1cccnc1)P(=O)(c2ccccc2)c3ccccc3,O=P(Nc1cccnc1)(c1ccccc1)c1ccccc1,0,5595
8153,FC(F)(F)c1ccc2c(Nc3ccc(Cl)nc3)n[nH]c2c1,c1cncc(Nc2n[nH]c3ccccc23)c1,0,3356
8005,CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)\C=C\c4c(Cl)cccc4Cl,O=c1cc(C=Cc2ccccc2)oc2c(C3CCNCC3)cccc12,0,7227
3765,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3ccccc3OC)CC1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,1145
231,CS(=O)(=O)OCCCCOS(=O)(=O)C,,0,4156
5673,CCCCCCCN(CC)CCCCc1ccccc1,c1ccccc1,1,4353
5484,COc1cccc(COC(=O)c2c(N)scc2c3ccc(OC)c(OC)c3)c1,O=C(OCc1ccccc1)c1cscc1-c1ccccc1,1,3458
2939,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)c1,c1ccc(CCN2C3CCC2CC(Oc2ccccc2)C3)cc1,1,148
1858,C[C@@H]1CN(CC2(CC2)c3ccncc3)CCN1S(=O)(=O)c4ccc(cc4)C(C)(O)C(F)(F)F,O=S(=O)(c1ccccc1)N1CCN(CC2(c3ccncc3)CC2)CC1,1,1515
897,CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(O)c3)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,O=C(NCc1ccccc1)C1CCC(N2CCC(c3ccccc3)CC2)C1,1,7648
2445,Cc1ncoc1c2nnc(SCCCN3C[C@H]4C[C@]4(C3)c5ccc(cc5)C(C)(C)C)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,1790
6408,COc1ccc(cc1)C(=O)Oc2ccc(cc2)S(=O)(=O)C3(CCC4(CCNCC4)C3)C(=O)NO,O=C(Oc1ccc(S(=O)(=O)C2CCC3(CCNCC3)C2)cc1)c1ccccc1,0,4739
4829,Cl.C[C@@H]1CCCCN1CCCNCc2ccc(CNCCCN3CCCC[C@@H]3C)cc2,c1cc(CNCCCN2CCCCC2)ccc1CNCCCN1CCCCC1,0,7519
4916,COc1c(C)cc(cc1C)C2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1,0,3237
1898,Cl.Cl.Cc1cccc(CCN2CCC(CC2)C(=O)c3ccc(NS(=O)(=O)C)cc3)n1,O=C(c1ccccc1)C1CCN(CCc2ccccn2)CC1,1,6157
7752,CN(CCCN1CC2CN(CCOc3ccc(cc3F)C#N)CC(C1)O2)S(=O)(=O)c4ccccc4,O=S(=O)(NCCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,3249
7239,COc1ccc(cc1)c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CCCC5)cn4,O=C(c1nnc(-c2ccccc2)o1)N1CCC(Oc2ccc(CN3CCCC3)cn2)CC1,0,6
1604,O[C@H]1C[C@H](CN2CCC(CC2)c3c(Cl)cccc3Cl)CCc4cccnc14,c1ccc(C2CCN(CC3CCc4cccnc4CC3)CC2)cc1,1,6099
679,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OC(=O)Oc5c4)CC3,O=C(NC1CCN(Cc2ccc3oc(=O)oc3c2)CC1)c1cc(=O)c2ccccc2o1,0,6704
4262,C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(F)cc4,O=C1c2ccc(-c3ccccc3)cc2CCN1CCN1CCCC1,1,7525
2918,NC(=N)NCCCCNC(=N)N.OS(=O)(=O)O,,0,8278
1307,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4,O=C(c1ccccc1)c1ccccc1NCCc1ccc(OCCNc2ccccn2)cc1,0,751
2643,C[C@H](C1=C(CCN(C)C)Cc2cc(C)ccc12)c3nccs3,C1=C(Cc2nccs2)c2ccccc2C1,1,5182
3363,CC(C)[C@@]1(CC[C@H](C1)NC2CCOCC2)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1,1,2121
236,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O,O=C1Nc2ccccc2CCC1NCCCc1ccccc1,0,4206
5908,CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc5nonc45)c3c2)C(F)(F)F,c1cc(NCc2cccc3nonc23)c2cc(N3CCNCC3)cnc2c1,1,6385
7713,CN(CCN1CC2CN(CCc3ccccc3)CC(C1)O2)S(=O)(=O)c4ccc(cc4)C#N,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,347
1947,C[C@H]1Sc2ccccc2O[C@@H]1c3ccc(OCCCN4CCCC4)cc3,c1ccc2c(c1)OC(c1ccc(OCCCN3CCCC3)cc1)CS2,1,3251
2182,CCOC(=O)CNc1cc(cc(CCc2oc(CC)c(C)n2)n1)N3CCOCC3,c1cc(N2CCOCC2)cc(CCc2ncco2)n1,1,3482
560,CS(=O)(=O)Nc1ccc2OC3(CCN(CCc4ccc5nonc5c4)CC3)CC(=O)c2c1,O=C1CC2(CCN(CCc3ccc4nonc4c3)CC2)Oc2ccccc21,1,3916
5342,Clc1cc(COCC2(CCNCC2)c3ccccc3)cc(Cl)n1,c1ccc(C2(COCc3ccncc3)CCNCC2)cc1,0,3736
5226,CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,O=C(NCc1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,5415
437,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,O=C1CN=C(c2ccccc2)c2ccccc2N1,0,3989
7464,CN(CCN1CC2CN(Cc3ccccc3)CC(C1)O2)S(=O)(=O)c4ccc(cc4)C#N,O=S(=O)(NCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c1ccccc1,0,5153
587,COc1ccc(CCNCCCNC(=O)c2ccc(cc2)[N+](=O)[O-])cc1OC,O=C(NCCCNCCc1ccccc1)c1ccccc1,1,3219
627,COc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,23
709,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1,4791
3569,CN(C)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1,O=C(NCC1CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,0,2153
3132,COc1cc(\C=C\c2nc(N)c3c4CCCCCc4sc3n2)ccc1n5cnc(C)c5,C(=Cc1ncc2c3c(sc2n1)CCCCC3)c1ccc(-n2ccnc2)cc1,1,2223
8035,Cl.Cl.CCCCc1cc(OC2CCN(CCCS(=O)(=O)CCC)CC2)c3ncccc3c1,c1cnc2c(OC3CCNCC3)cccc2c1,1,3211
